#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.152499999999998E+02  -.687300509852911E-01  0.114108433698818E+01  -.525942713727034E-01  0.873191543121968E+00
     0.152599999999998E+02  -.671375419767965E-01  0.114237730462726E+01  -.512682946838270E-01  0.872354491530056E+00
     0.152699999999998E+02  -.655580536966207E-01  0.114365464446466E+01  -.499587450794513E-01  0.871526038679297E+00
     0.152799999999998E+02  -.639919143571398E-01  0.114491690376716E+01  -.486656550923525E-01  0.870705802567074E+00
     0.152899999999998E+02  -.624394237629363E-01  0.114616462060840E+01  -.473890421726054E-01  0.869893414599401E+00
     0.152999999999998E+02  -.609008569833712E-01  0.114739832170178E+01  -.461289115451062E-01  0.869088520433077E+00
     0.153099999999998E+02  -.593764682059981E-01  0.114861852089089E+01  -.448852590968324E-01  0.868290780360018E+00
     0.153199999999998E+02  -.578664946680048E-01  0.114982571830901E+01  -.436580742267888E-01  0.867499869238859E+00
     0.153299999999998E+02  -.563711605629345E-01  0.115102040020415E+01  -.424473425932781E-01  0.866715475988318E+00
     0.153399999999998E+02  -.548906808224628E-01  0.115220303941100E+01  -.412530486963462E-01  0.865937302665934E+00
     0.153499999999998E+02  -.534252646774467E-01  0.115337409643671E+01  -.400751782375108E-01  0.865165063164237E+00
     0.153599999999998E+02  -.519751189089412E-01  0.115453402111400E+01  -.389137202043292E-01  0.864398481564234E+00
     0.153699999999998E+02  -.505404507085033E-01  0.115568325476252E+01  -.377686686340330E-01  0.863637290193037E+00
     0.153799999999998E+02  -.491214700768935E-01  0.115682223278868E+01  -.366400240176454E-01  0.862881227438294E+00
     0.153899999999998E+02  -.477183917019803E-01  0.115795138764448E+01  -.355277943142681E-01  0.862130035376847E+00
     0.153999999999998E+02  -.463314362692925E-01  0.115907115205886E+01  -.344319955538852E-01  0.861383457278619E+00
     0.154099999999998E+02  -.449608311721930E-01  0.116018196244890E+01  -.333526520160574E-01  0.860641235048974E+00
     0.154199999999998E+02  -.436068106030299E-01  0.116128426241520E+01  -.322897959813006E-01  0.859903106673810E+00
     0.154299999999998E+02  -.422696150208976E-01  0.116237850622425E+01  -.312434670610398E-01  0.859168803731084E+00
     0.154399999999998E+02  -.409494900063379E-01  0.116346516218118E+01  -.302137111213153E-01  0.858438049031030E+00
     0.154499999999998E+02  -.396466845274679E-01  0.116454471579936E+01  -.292005788241349E-01  0.857710554444205E+00
     0.154599999999998E+02  -.383614486555512E-01  0.116561767267817E+01  -.282041238185734E-01  0.856986018972334E+00
     0.154699999999998E+02  -.370940307807466E-01  0.116668456100697E+01  -.272244006212936E-01  0.856264127111732E+00
     0.154799999999998E+02  -.358446743903013E-01  0.116774593362207E+01  -.262614622328890E-01  0.855544547552743E+00
     0.154899999999998E+02  -.346136144814724E-01  0.116880236955342E+01  -.253153575421279E-01  0.854826932251447E+00
     0.154999999999998E+02  -.334010736900673E-01  0.116985447500946E+01  -.243861285749281E-01  0.854110915902061E+00
     0.155099999999998E+02  -.322072582221714E-01  0.117090288376080E+01  -.234738076483805E-01  0.853396115830001E+00
     0.155199999999998E+02  -.310323536811705E-01  0.117194825689737E+01  -.225784144922185E-01  0.852682132316552E+00
     0.155299999999998E+02  -.298765208853479E-01  0.117299128194685E+01  -.216999534014318E-01  0.851968549357280E+00
     0.155399999999998E+02  -.287398917717402E-01  0.117403267135683E+01  -.208384104831813E-01  0.851254935846898E+00
     0.155499999999998E+02  -.276225654805064E-01  0.117507316035710E+01  -.199937510595370E-01  0.850540847174509E+00
     0.155599999999998E+02  -.265246047111076E-01  0.117611350423190E+01  -.191659172850046E-01  0.849825827204357E+00
     0.155699999999998E+02  -.254460324356509E-01  0.117715447504526E+01  -.183548260332969E-01  0.849109410608983E+00
     0.155799999999998E+02  -.243868290482490E-01  0.117819685787428E+01  -.175603671030821E-01  0.848391125514354E+00
     0.155899999999998E+02  -.233469300200012E-01  0.117924144661646E+01  -.167824017858890E-01  0.847670496409421E+00
     0.155999999999998E+02  -.223262241192836E-01  0.118028903944632E+01  -.160207618324752E-01  0.846947047267087E+00
     0.156099999999998E+02  -.213245522453668E-01  0.118134043400440E+01  -.152752488459483E-01  0.846220304818756E+00
     0.156199999999998E+02  -.203417069110989E-01  0.118239642240831E+01  -.145456341215627E-01  0.845489801920799E+00
     0.156299999999998E+02  -.193774323972522E-01  0.118345778617930E+01  -.138316589442324E-01  0.844755080949206E+00
     0.156399999999998E+02  -.184314255873161E-01  0.118452529118033E+01  -.131330353454797E-01  0.844015697157535E+00
     0.156499999999998E+02  -.175033374781515E-01  0.118559968266213E+01  -.124494473125789E-01  0.843271221933338E+00
     0.156599999999998E+02  -.165927753478514E-01  0.118668168051222E+01  -.117805524332443E-01  0.842521245890003E+00
     0.156699999999998E+02  -.156993055492852E-01  0.118777197479808E+01  -.111259839506599E-01  0.841765381733636E+00
     0.156799999999998E+02  -.148224568848853E-01  0.118887122169083E+01  -.104853531950947E-01  0.841003266848661E+00
     0.156899999999998E+02  -.139617245067419E-01  0.118998003984854E+01  -.985825235081994E-02  0.840234565551047E+00
     0.156999999999998E+02  -.131165742753170E-01  0.119109900732996E+01  -.924425751005893E-02  0.839458970964249E+00
     0.157099999999998E+02  -.122864475008551E-01  0.119222865909917E+01  -.864293195981438E-02  0.838676206480162E+00
     0.157199999999998E+02  -.114707659837679E-01  0.119336948517129E+01  -.805382964256664E-02  0.837886026775167E+00
     0.157299999999998E+02  -.106689372640207E-01  0.119452192943662E+01  -.747649872811160E-02  0.837088218360056E+00
     0.157399999999998E+02  -.988035998510720E-02  0.119568638918833E+01  -.691048523137110E-02  0.836282599651427E+00
     0.157499999999998E+02  -.910442927548950E-02  0.119686321536551E+01  -.635533660982325E-02  0.835469020561337E+00
     0.157599999999998E+02  -.834054204961402E-02  0.119805271350970E+01  -.581060527439290E-02  0.834647361611507E+00
     0.157699999999998E+02  -.758810213163989E-02  0.119925514542015E+01  -.527585194909126E-02  0.833817532587068E+00
     0.157799999999998E+02  -.684652510769738E-02  0.120047073147939E+01  -.475064881730765E-02  0.832979470754187E+00
     0.157899999999998E+02  -.611524281732562E-02  0.120169965360845E+01  -.423458239673558E-02  0.832133138673800E+00
     0.157999999999998E+02  -.539370740081621E-02  0.120294205879919E+01  -.372725608983033E-02  0.831278521651699E+00
     0.158099999999998E+02  -.468139482702886E-02  0.120419806316037E+01  -.322829236276677E-02  0.830415624871883E+00
     0.158199999999998E+02  -.397780783551420E-02  0.120546775640418E+01  -.273733451284954E-02  0.829544470266227E+00
     0.158299999999998E+02  -.328247823700436E-02  0.120675120669216E+01  -.225404799186305E-02  0.828665093178246E+00
     0.158399999999998E+02  -.259496852791929E-02  0.120804846575199E+01  -.177812126120464E-02  0.827777538882768E+00
     0.158499999999998E+02  -.191487278661421E-02  0.120935957417201E+01  -.130926616318996E-02  0.826881859025677E+00
     0.158599999999998E+02  -.124181683194213E-02  0.121068456677642E+01  -.847217801844635E-03  0.825978108049466E+00
     0.158699999999998E+02  -.575457637670471E-03  0.121202347798258E+01  -.391733935334706E-03  0.825066339670436E+00
     0.158799999999998E+02  0.845179903472067E-04  0.121337634704199E+01  0.574061088686567E-04  0.824146603472189E+00
     0.158899999999998E+02  0.738395454539704E-03  0.121474322306809E+01  0.500402976598455E-03  0.823218941678068E+00
     0.158999999999998E+02  0.138643509114554E-02  0.121612416975781E+01  0.937439259732288E-03  0.822283386161517E+00
     0.159099999999998E+02  0.202887553656861E-02  0.121751926971907E+01  0.136868186391036E-02  0.821339955749189E+00
     0.159199999999998E+02  0.266593767917816E-02  0.121892862832294E+01  0.179428472930452E-02  0.820388653866123E+00
     0.159299999999998E+02  0.329782913129930E-02  0.122035237700749E+01  0.221439185664849E-02  0.819429466566187E+00
     0.159399999999998E+02  0.392474914704325E-02  0.122179067596989E+01  0.262914058548493E-02  0.818462360984142E+00
     0.159499999999998E+02  0.454689390465612E-02  0.122324371619320E+01  0.303866506782845E-02  0.817487284238283E+00
     0.159599999999998E+02  0.516446206599626E-02  0.122471172076618E+01  0.344309987732857E-02  0.816504162804699E+00
     0.159699999999998E+02  0.577766052142510E-02  0.122619494546578E+01  0.384258369209172E-02  0.815512902376261E+00
     0.159799999999998E+02  0.638671022608411E-02  0.122769367858432E+01  0.423726298873610E-02  0.814513388211159E+00
     0.159899999999998E+02  0.699185203230684E-02  0.122920823999570E+01  0.462729568537239E-02  0.813505485967742E+00
     0.159999999999998E+02  0.759335242386544E-02  0.123073897946704E+01  0.501285467273489E-02  0.812489043014505E+00
     0.160099999999998E+02  0.819150906000735E-02  0.123228627423409E+01  0.539413117503396E-02  0.811463890196391E+00
     0.160199999999998E+02  0.878665604106174E-02  0.123385052587000E+01  0.577133788543449E-02  0.810429844031578E+00
     0.160299999999998E+02  0.937916881285266E-02  0.123543215648738E+01  0.614471182541258E-02  0.809386709306284E+00
     0.160399999999998E+02  0.996946863337471E-02  0.123703160432334E+01  0.651451688203294E-02  0.808334282029315E+00
     0.160499999999998E+02  0.105580265331290E-01  0.123864931876556E+01  0.688104598305090E-02  0.807272352703075E+00
     0.160599999999998E+02  0.111453667089276E-01  0.124028575488457E+01  0.724462287584801E-02  0.806200709863383E+00
     0.160699999999998E+02  0.117320693001712E-01  0.124194136754348E+01  0.760560348277811E-02  0.805119143837408E+00
     0.160799999999998E+02  0.123187725064827E-01  0.124361660516092E+01  0.796437681245389E-02  0.804027450666366E+00
     0.160899999999998E+02  0.129061740156774E-01  0.124531190320566E+01  0.832136541355003E-02  0.802925436138545E+00
     0.160999999999998E+02  0.134950317210200E-01  0.124702767750386E+01  0.867702536460943E-02  0.801812919877529E+00
     0.161099999999998E+02  0.140861637169790E-01  0.124876431743926E+01  0.903184580038367E-02  0.800689739431172E+00
     0.161199999999998E+02  0.146804475723202E-01  0.125052217912649E+01  0.938634798182211E-02  0.799555754308151E+00
     0.161299999999998E+02  0.152788188885789E-01  0.125230157863462E+01  0.974108392306885E-02  0.798410849911322E+00
     0.161399999999998E+02  0.158822691606851E-01  0.125410278533546E+01  0.100966345947010E-01  0.797254941319902E+00
     0.161499999999998E+02  0.164918429641865E-01  0.125592601544625E+01  0.104536077275668E-01  0.796087976876321E+00
     0.161599999999998E+02  0.171086345006487E-01  0.125777142583138E+01  0.108126352462756E-01  0.794909941537834E+00
     0.161699999999998E+02  0.177337835383952E-01  0.125963910812200E+01  0.111743703650021E-01  0.793720859957559E+00
     0.161799999999998E+02  0.183684707911339E-01  0.126152908320590E+01  0.115394843816586E-01  0.792520799264850E+00
     0.161899999999998E+02  0.190139127803368E-01  0.126344129613345E+01  0.119086632084501E-01  0.791309871520003E+00
     0.161999999999998E+02  0.196713562303881E-01  0.126537561147852E+01  0.122826036785789E-01  0.790088235823859E+00
     0.162099999999998E+02  0.203420720469124E-01  0.126733180918651E+01  0.126620096693784E-01  0.788856100068042E+00
     0.162199999999998E+02  0.210273489295851E-01  0.126930958093497E+01  0.130475880822454E-01  0.787613722316908E+00
     0.162299999999998E+02  0.217284866702226E-01  0.127130852702604E+01  0.134400447188206E-01  0.786361411817227E+00
     0.162399999999998E+02  0.224467891861382E-01  0.127332815382408E+01  0.138400800916521E-01  0.785099529636235E+00
     0.162499999999998E+02  0.231835573365759E-01  0.127536787174655E+01  0.142483852053852E-01  0.783828488932878E+00
     0.162599999999998E+02  0.239400815679380E-01  0.127742699381172E+01  0.146656373422916E-01  0.782548754870851E+00
     0.162699999999998E+02  0.247176344302250E-01  0.127950473474306E+01  0.150924958828642E-01  0.781260844185046E+00
     0.162799999999998E+02  0.255174630043139E-01  0.128160021062675E+01  0.155295981893546E-01  0.779965324415709E+00
     0.162899999999998E+02  0.263407812759030E-01  0.128371243911697E+01  0.159775555765838E-01  0.778662812826538E+00
     0.162999999999999E+02  0.271887624889138E-01  0.128584034018219E+01  0.164369493912040E-01  0.777353975024095E+00
     0.163099999999999E+02  0.280625315076293E-01  0.128798273738469E+01  0.169083272171077E-01  0.776039523296958E+00
     0.163199999999999E+02  0.289631572141169E-01  0.129013835968619E+01  0.173921992216115E-01  0.774720214692913E+00
     0.163299999999999E+02  0.298916449648443E-01  0.129230584377291E+01  0.178890346540012E-01  0.773396848852284E+00
     0.163399999999999E+02  0.308489291284750E-01  0.129448373689503E+01  0.183992585053849E-01  0.772070265614621E+00
     0.163499999999999E+02  0.318358657255466E-01  0.129667050021682E+01  0.189232483365235E-01  0.770741342414863E+00
     0.163599999999999E+02  0.328532251901328E-01  0.129886451267647E+01  0.194613312784103E-01  0.769410991483406E+00
     0.163699999999999E+02  0.339016852737794E-01  0.130106407535612E+01  0.200137812089513E-01  0.768080156862980E+00
     0.163799999999999E+02  0.349818241131767E-01  0.130326741636553E+01  0.205808161082347E-01  0.766749811253263E+00
     0.163899999999999E+02  0.360941134847144E-01  0.130547269624415E+01  0.211625955943299E-01  0.765420952692306E+00
     0.163999999999999E+02  0.372389122718467E-01  0.130767801388853E+01  0.217592186416548E-01  0.764094601082031E+00
     0.164099999999999E+02  0.384164601746692E-01  0.130988141301291E+01  0.223707214844757E-01  0.762771794563334E+00
     0.164199999999999E+02  0.396268716949053E-01  0.131208088915110E+01  0.229970757088481E-01  0.761453585744949E+00
     0.164299999999999E+02  0.408701304345151E-01  0.131427439720779E+01  0.236381865378073E-01  0.760141037788944E+00
     0.164399999999999E+02  0.421460837506696E-01  0.131645985956551E+01  0.242938913159094E-01  0.758835220355050E+00
     0.164499999999999E+02  0.434544378154749E-01  0.131863517475161E+01  0.249639582012532E-01  0.757537205405488E+00
     0.164599999999999E+02  0.447947531338118E-01  0.132079822666541E+01  0.256480850748931E-01  0.756248062872172E+00
     0.164699999999999E+02  0.461664405778325E-01  0.132294689436134E+01  0.263458986796048E-01  0.754968856188523E+00
     0.164799999999999E+02  0.475687580014556E-01  0.132507906237774E+01  0.270569540020127E-01  0.753700637689287E+00
     0.164899999999999E+02  0.490008075020353E-01  0.132719263159362E+01  0.277807339138256E-01  0.752444443883111E+00
     0.164999999999999E+02  0.504615333998837E-01  0.132928553058759E+01  0.285166490897759E-01  0.751201290604663E+00
     0.165099999999999E+02  0.519497210082830E-01  0.133135572746355E+01  0.292640382211619E-01  0.749972168055418E+00
     0.165199999999999E+02  0.534639962675820E-01  0.133340124209770E+01  0.300221685450156E-01  0.748758035744958E+00
     0.165299999999999E+02  0.550028263163384E-01  0.133542015875035E+01  0.307902367095712E-01  0.747559817347832E+00
     0.165399999999999E+02  0.565645210702730E-01  0.133741063897445E+01  0.315673699969251E-01  0.746378395494240E+00
